Timestamp;By;Title;Price;Desc
12/30/19, 3:43 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 7:56 PM;Nurul Ifadah;Laptop;Rp1,234;Specification:
12/31/19, 8:32 AM;Jeffi Ferdi;Notebook Acer D257 Intel N570 Quadcore Normal;Rp1,350;Dijual Murah: Notebook merk acer, kondisi hardware dan software normal, baterai awet sampai 3 jam
12/31/19, 9:05 AM;Jeffi Ferdi;Asus X450C Core i3-3217U VGA NVidia 2Gb Normal;Rp2,900;Dijual Murah Laptop game dan desain, kondisi hardware dan software normal, baterai normal 2,5 jam
12/31/19, 9:30 AM;Jeffi Ferdi;HP G4 AMD A4-3305M Normal Baterai Awet;Rp2,000;Dijual Murah: Laptop merk hp, kondisi hardware dan software normal, baterai normal 3 jam
12/31/19, 8:18 AM;Jeffi Ferdi;Notebook Asus X200MA Intel Celeron N2840 Normal Mulus;Rp1,750;Dijual Murah: Notebook merk asus bisa untuk desain, kondisi mesin normal belum pernah servis, fisik mulus, baterai normal 3 jam
12/31/19, 8:58 AM;Jeffi Ferdi;Laptop Acer E14 Core i3-4005U Gen 4th Haswell;Rp2,400;Dijual Murah: Laptop merk acer model slim, kondisi mesin normal, fisik mulus, baterai normal 3 jam
12/31/19, 9:27 AM;Jeffi Ferdi;Laptop HP 430 Core i5-2430M Sandybridge Normal;Rp2,500;Dijual Murah: Laptop merk hp, kondisi hardware dan software normal, baterai normal 3 jam
12/31/19, 7:30 AM;Jeffi Ferdi;Laptop Acer 4738 Intel P6100 Layar 14 Inch;Rp1,450;Dijual Murah: Laptop acer aspire series, kondisi mesin normal, layar frame, baterai normal 2 jam
12/31/19, 8:24 AM;Jeffi Ferdi;Laptop Toshiba C800 Core i3-3110M Gen3 Normal;Rp2,100;Dijual Murah Laptop merk toshiba satellite, kondisi mesin normal, fisik mulus, baterai, normal 2,5 jam
12/31/19, 8:41 AM;Jeffi Ferdi;Proyektor Epson EB-S9 Normal Lampu Terang;Rp2,100;Dijual Murah: LCD Proyektor merk epson, kondisi sangat normal warna tajam, lampu terang, untuk teks masih jelas lampu teknologi lcd, langsung instan off dan tidak berbintik
12/30/19, 5:20 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Lenovo G40-45 Harga 2.400.000;Rp2,400,000;Laptop : Lenovo G40-45 Harga 2.400.000
12/30/19, 4:39 PM;Sam Dimas;;;Ada yang jual batrei laptop hp pavilion g4 ??
12/30/19, 4:36 PM;Eko Prawira;Asus zenfone max pro m2 6/64;Rp1,500,000;Kelengkapan fullset Sistem 99% normal Minus layar retak ganti baru 230rb Cek sepuasnya bisa nego Jual santai barang tak terpakai 1 bulan...
12/30/19, 4:33 PM;Arna Chriadesma;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan - Processors AMD A9-9420 Radeon R5 Grafic, 5 Computer Core 5 (2 CPU) up to 3,6Ghz - Ram laptop 4 GB DDR4 - Harddrive 1 TB - Graphics ATI Radeon R5 - M420 2GB + ATI Radeon R5 512 DDR4 ...
12/30/19, 3:49 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus TP201SA Harga 2.500.000;Rp2,500,000;Laptop : Asus TP201SA Harga 2.500.000
12/30/19, 2:16 PM;Eko Harianto;Notebook Second MacBook Pro AIR Early 2014;Rp7,750,000;"1. Intel Core i5 1,4 Ghz 2. Memory DDR3 4Gb 3. SSD 250 Gb 4. Intel Iris 5000 Graphics 5. 13.3 ""LED-backlit Display with IPS Technology..."
12/30/19, 1:54 PM;Eko Harianto;Notebook-Second MacBook Pro Retina Mid 2014;Rp10,350,000;"1. Intel Core i5 2,4 Ghz 2. Memory DDR3 8Gb 3. Storage SSD 120Gb 4. Intel Iris 1536 Mb 5. 13,3"" LED Backlit Display with IPS Technology..."
12/30/19, 1:10 PM;Fita Raizel;NOTEBOOK LENOVO TURUN HARGA!;Rp1,800,000;Lenovo s20-30 : - Intel celeron - ram 2 GB - HDD 160 GB - semua normal...
12/30/19, 1:19 PM;Fita Raizel;PENAWARAN HANYA 1 JAM , ANDA HEMAT 500RB;Rp2,900,000;ASUS A43S : - i3 - ram 2 - HDD 500 - VGA NVIDIA GVORCE...
12/30/19, 12:55 PM;Arna Chriadesma;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 1:37 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X441NA Harga 2.600.000;Rp2,600,000;Laptop : Asus X441NA Harga 2.600.000
12/30/19, 1:56 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X450CC Harga 3.200.000;Rp3,200,000;Laptop : Asus X450CC Harga 3.200.000
12/30/19, 12:51 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 3:43 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 10:08 AM;Jmc Malang;LAPTOP;Rp6,500,000;Gaming Like New Asus X507UBR Vivobook i5 (8th gen) Coffelake
12/30/19, 12:13 PM;Christian Hendra Yuwana;GAMING HP 14-AC122TX i3 Broadwell (5th Gen) DUAL VGA;Rp3,800,000;Laptop Gaming HP 14 Broadwell ( 5th Gen ) Kondisi All Normal,Mulus,Dual VGA. Spesifikasi Intel Core i3-5005U @2,0GHz ( 4CPU ) RAM 4 GB DDR3L HDD 500 GB...
12/30/19, 11:53 AM;Christian Hendra Yuwana;ASUS GAMING VIVOBOOK X555BP A9 ( 7th Gen ) LIke New;Rp4,500,000;Asus Vivobook Keluaran Terbaru,Msh Garansi Resmi sampai 2020. Kondisi all Normal,Mulus,Istimewa. Spesifikasi AMD A9-9420 @3,6GHz (2CPU,3GPU) RAM 8 GB DDR4 HDD 1TB...
12/30/19, 10:36 AM;Mbahe;Mouse pad Gaming;Rp75,000;Lokasi : Mall Dinoyo City Lt2 Toko : MBAHE IT SHOP WA : 089697075551 . ....
12/30/19, 12:09 PM;Christian Hendra Yuwana;ASUS GAMING VIVOBOOK X507UB i5 Coffelake ( 8th Gen ) Like New;Rp6,500,000;Asus Gaming Keluaran Terbaru Asus Vivobook X507UB Coffelake ( 8th Gen ) Pembelian 11-2018 Dijepang.Garansi Resmi Msh 2020. Spesifikasi Intel Core i5-8250U @1,80GHZ Turbo 3,40GHz ( 8CPU,6MB ) RAM 8 GB DDR4 SSD 128 GB...
12/31/19, 7:36 AM;Azkia Zafira;;;Monggo yang mau pasang wifi Jasa pasang gratis Info 082264885314
12/30/19, 6:39 PM;Hendrik Dian;HP ProBook 440 G;Rp123,456;For sale HP Probook 440 G5 Laptop mewah, elegant dan stylist. Design body yang ultralim di balut dengan bahan kokoh premium aluminium. Laptop yang sangat cocok sekali untuk eksekutif muda, laptop yang sangat cocok di ajak kerja keras karna daya tahan batrainya yang sangat awet. _____________________________________________________________
12/30/19, 6:23 PM;Hendrik Dian;DELL INSPIRON 15 5000 SERIES;Rp123,456;Spesifikasi :
12/30/19, 6:23 PM;Hendrik Dian;DELL INSPIRON 15 5000 SERIES;Rp123,456;Spesifikasi :
12/30/19, 7:21 PM;Ryoma;Oppo f5;Rp14;Up maneh oppo F5 4/32 warna hitam normal semua kelengkapan. hp, dus, cas Minus kabel data gak ori sama ninggal headset...
12/30/19, 5:20 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Lenovo G40-45 Harga 2.400.000;Rp2,400,000;Laptop : Lenovo G40-45 Harga 2.400.000
12/30/19, 4:00 PM;Dewi Clarisa;;;Cari yang serius aja Cari hp minus cocok barang angkut samsung,vivo,oppo,redmi ram 2+4g • Botlop • Matot • Lcd pecah ...
12/30/19, 3:50 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus TP201SA Harga 2.500.000;Rp2,500,000;Laptop : Asus TP201SA Harga 2.500.000
12/30/19, 10:35 AM;Arsenic Rutherfordium;LAPTOP MULUS;Rp1,900;RELION
12/30/19, 11:10 AM;Asfan Fahmi Santoso;DIJUAL LAPTOP GAMMING MURAH;Rp123;DIJUAL.. ASUS A450C PUTIH FULLSET GAMMER - Intel Core i3-3217U @1.8Ghz - 4GB RAM DDR3L - 500GB HARDISK...
12/30/19, 1:56 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X450CC Harga 3.200.000;Rp3,200,000;Laptop : Asus X450CC Harga 3.200.000
12/30/19, 1:38 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X441NA Harga 2.600.000;Rp2,600,000;Laptop : Asus X441NA Harga 2.600.000
12/30/19, 3:42 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 12:50 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 10:07 AM;Jmc Malang;LAPTOP;Rp6,500,000;Gaming Like New Asus X507UBR Vivobook i5 (8th gen) Coffelake
12/30/19, 11:07 AM;Mbahe;Speaker bluetooth teckyo 777G;Rp260,000;Lokasi : Mall Dinoyo City Lt2 Toko : MBAHE IT SHOP WA : 089697075551 . ....
12/30/19, 10:01 PM;Muhammad DzikrullahFaturrahman;laptop;Contact Seller;Dijual sperpart pc laptop murah. Ram pc ddr3 2gb 50k Ram laptop 2gb ddr3 50k Hdd 160gb sata 50k Ram ddr2 3gb 150k 1biji 50k...
12/31/19, 7:53 AM;Ony;asus a455l;Rp4;asus a455l core i5 5005u ram 4 gb vga nvidia geforce 930m hardisk 500 gb...
12/30/19, 8:49 PM;Juna Achmad;Canon Eos 1300D;Rp3,400,000;Canon Eos 1200D
12/30/19, 7:30 PM;Rizkha Junian Prasiwi;;;Nyuwun sewu Lur.. Nyabar cas Laptop yang second untuk Accer E5421. Urgent bgt, Tolong yg punya barange comment.. Wa ku lur di 085707071732
12/30/19, 5:17 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Lenovo G40-45 Harga 2.400.000;Rp2,400,000;Laptop : Lenovo G40-45 Harga 2.400.000
12/30/19, 1:59 PM;Fiki Ahmadi;jual laptop desain dell latitude e5450 corei5 ram 8gb mulus;Rp4,600,000;Bismillah Jual Laptop dell latitude e5450
12/30/19, 10:07 AM;Ahmad Sugiharto;Jual laptop Toshiba C840 Core i3;Rp1,850,000;Spesifikasi :
12/30/19, 3:30 PM;Anggie Maulana M;Asus A456 Game Multimedia;Rp6,500,000;Nego en santai Spek upgrade booting 8 detik, jaminan no lag
12/30/19, 3:47 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus TP201SA Harga 2.500.000;Rp2,500,000;Laptop : Asus TP201SA Harga 2.500.000
12/30/19, 1:53 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X450CC Harga 3.200.000;Rp3,200,000;Laptop : Asus X450CC Harga 3.200.000
12/30/19, 1:35 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X441NA Harga 2.600.000;Rp2,600,000;Laptop : Asus X441NA Harga 2.600.000
12/30/19, 12:51 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 3:43 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 10:08 AM;Jmc Malang;LAPTOP;Rp6,500,000;Gaming Like New Asus X507UBR Vivobook i5 (8th gen) Coffelake
12/30/19, 9:08 PM;Fitra;Laptop;FREE;Di jual Laptop toshiba satellit c640 Mash bagus Keyboard dan casan tdk ad Ram 4gb...
12/31/19, 9:49 AM;Ari Sutha;Acer E11 ES1-111;Rp1,500,000;Intel celeron N2840 Intel hd graphics Ram 2gb Harddisk 500gb
12/30/19, 9:04 PM;YA DI;;;Wong Tumbas Barang
12/30/19, 10:38 PM;Nasyiruddin Albani;Hp;Contact Seller;Hp 14 Mulus Like new Segel Celeron n4000...
12/31/19, 10:01 AM;Jatra Comp Solo Ums;Jual Casing Mini PC Murah Saja;Rp100,000;Kondisi Masih OK Power Supply Normal USB, Audio Normal Support Mobo H Series Garansi PSU 1 Minggu...
12/30/19, 7:09 PM;Wardoyo Agoes;Netbook Acer D255;Rp900;"Acer D255 Intel N550 Led 10'1"" bening Ram 1gb HD 250gb..."
12/30/19, 6:49 PM;BerkahKomputer;;;*** GRUP BERBAYAR KHUSUS TEKHNISI LAPTOP/NOTEBOOK *** ..
12/30/19, 4:25 PM;Dwi Sutrisno;;;"Ready ... Led 14"" tebel 4ekor @300rb Diborong. Makin asyik"
12/30/19, 12:35 PM;Rifan Rifan;Casing Laptop Asus X453M fullset;Rp300,000;Kondisi fisik kemulusan 95% Engsel ok aman kokoh bukan bekas repair
12/30/19, 12:35 PM;Zalvan Comp;Borong Sony Vaio PCG Axioo TNH Vanbook 10 inch;Rp900,000;Borong Boleh Satuan Silahkan
12/30/19, 3:06 PM;Rajo Toner;Jual beli toner laser jet dan tinta cartridge;Rp750,000;Permisi gan numpang lapak.
12/31/19, 8:56 AM;Wortel Wortel;Laptop_sLim_Gaming_Desain_mulus_segel_mesin ori blm pernah servis_all normal siap pke_ LENOVO G40-45;Rp3,350,000;> Processor: AMD A8-6410 Radeon R5 quadcore(2.0ghZ-4cpu)
12/31/19, 9:13 AM;Wortel Wortel;Laptop sLim~ram 4gb~super mulus~segel~mesin ori blm pernah servis~all normal siap pakai~Toshiba L40-;Rp2,650,000;Laptop sLim~ram 4gb~super mulus~segel~mesin ori blm pernah servis~all normal siap pakai~Toshiba L40-A
12/30/19, 10:56 PM;Juan Juan;Hp;FREE;Vivo y81 ram 3gb mulus normal karo vivo y91 ram 2gb lengkap mulus ijolono/cari tukeran hp 1 seng apik .. Hp 2 ijolno hp 1 wa 082151416474
12/30/19, 4:37 PM;Eko Prawira;Asus zenfone max pro m2 6/64;Rp1,500,000;Kelengkapan fullset Sistem 99% normal Minus layar retak ganti baru 230rb Cek sepuasnya bisa nego Jual santai barang tak terpakai 1 bulan...
12/30/19, 5:14 PM;Adi Sandi Putra;LG V10. hp gila.Siap adu dgn hp kekinian kamu;Rp1,350;LG V10.(SNAPDRAGON).hp cas segel mulus normal ram 4/64.,,layar 6 inci..4G.dua layar hp atas bawah dua camera depan selfie..hasil camera super bokeh. fingerprint+faceunlock siap logout cari tt hp bwahnya/atasnya/bt/diuangkan...
12/30/19, 4:31 PM;Arna Chriadesma;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan - Processors AMD A9-9420 Radeon R5 Grafic, 5 Computer Core 5 (2 CPU) up to 3,6Ghz - Ram laptop 4 GB DDR4 - Harddrive 1 TB - Graphics ATI Radeon R5 - M420 2GB + ATI Radeon R5 512 DDR4 ...
12/30/19, 3:49 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 12:53 PM;Arna Chriadesma;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 12:57 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 10:14 AM;Jmc Malang;LAPTOP;Rp6,500,000;Gaming Like New Asus X507UBR Vivobook i5 (8th gen) Coffelake
12/30/19, 10:42 PM;Arif Mahmud;AxiooMyBook 11 Fullset;Rp1,400,000;Jual axioo Mybook11
12/31/19, 9:54 AM;Jmc Malang;LAPTOP Asus Slim X200MA Haswell (4th Gen) Istemewa;Rp2,000,000;Asus Slim X200MA Haswell (4th Gen) Istemewa
12/30/19, 6:20 PM;Achmad Komaruddin;Laptop V-5 4 GB;Rp12,345;Laptop Acer V-5
12/30/19, 8:06 PM;Rio Rizki Syahbani;Canon 1300d mulus likenew;Rp3,500,000;Ready canon 1300d Fungsi normal semua Flash nyala terang Lcd no vignet Af lancar jaya...
12/30/19, 7:12 PM;Ipunk Frengki;Pados tt/bt pokok layar poni;Rp2,147,483,647;Fullset nigal hf aja. Ram 3/32 no minus. Iki dalane 089639060501. Monggo
12/30/19, 12:15 PM;Christian Hendra Yuwana;GAMING HP 14-AC122TX i3 Broadwell (5th Gen) DUAL VGA;Rp3,800,000;Laptop Gaming HP 14 Broadwell ( 5th Gen ) Kondisi All Normal,Mulus,Dual VGA. Spesifikasi Intel Core i3-5005U @2,0GHz ( 4CPU ) RAM 4 GB DDR3L HDD 500 GB...
12/30/19, 3:31 PM;Jmc Malang;LAPTOP;Rp4,000,000;Asus Vivobook X555BP AMD A9 (7th Gen) Dual VGA Disrate Garansi Jalan
12/30/19, 12:39 PM;Jmc Malang;LAPTOP;Rp2,300,000;Acer Aspire A750 Sandybridge Mulus Istimewa
12/30/19, 11:55 AM;Christian Hendra Yuwana;ASUS GAMING VIVOBOOK X555BP A9 ( 7th Gen ) LIke New;Rp4,500,000;Asus Vivobook Keluaran Terbaru,Msh Garansi Resmi sampai 2020. Kondisi all Normal,Mulus,Istimewa. Spesifikasi AMD A9-9420 @3,6GHz (2CPU,3GPU) RAM 8 GB DDR4 HDD 1TB...
12/30/19, 12:10 PM;Christian Hendra Yuwana;ASUS GAMING VIVOBOOK X507UB i5 Coffelake ( 8th Gen ) Like New;Rp6,500,000;Asus Gaming Keluaran Terbaru Asus Vivobook X507UB Coffelake ( 8th Gen ) Pembelian 11-2018 Dijepang.Garansi Resmi Msh 2020. Spesifikasi Intel Core i5-8250U @1,80GHZ Turbo 3,40GHz ( 8CPU,6MB ) RAM 8 GB DDR4 SSD 128 GB...
12/31/19, 1:32 AM;Saputra Nick Welly;LG V10 segel sulum langka;Rp1,400,000;LG V10 mulus segel Game HD libas Spek googling aja Batangan HP only Inbox /WA...
12/31/19, 10:16 AM;Saputra Nick Welly;LG V10 4/64gb no minus;Rp1,400,000;LG V10 istimewah Mulus segel Ram 4/64gb Game HD libas No minus ...
12/31/19, 10:03 AM;Saputra Nick Welly;LG V10 layar besar 4/64gb takis;Rp1,400,000;LG V10 mulus segel Ram 4/64gb Game HD libas Spek lain googling aja Batangan HP only...
12/31/19, 10:05 AM;Ecosy Corp;Charger/Adaptor Lenovo 30V 3.25A Ori;Rp130,000;Charger/Adaptor Lenovo 30V 3.25A Ori second. Kondisi normal Bergaransi....
12/31/19, 10:05 AM;Jmc Malang;LAPTOP Asus Slim X200MA Haswell (4th Gen) Istemewa;Rp2,000,000;Asus Slim X200MA Haswell (4th Gen) Istemewa
12/30/19, 4:01 PM;Saputra Nick Welly;LG G2 layar 5.2' mantul mayan mulus;Rp700,000;LG G2 ram 2/32gb mayan mulus Jaringan 4G LTE single sim Perform serta kinerja mantul Batangan hp saja..cas masih dipake Monggo yang minat langsung inbox...
12/30/19, 5:21 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Lenovo G40-45 Harga 2.400.000;Rp2,400,000;Laptop : Lenovo G40-45 Harga 2.400.000
12/30/19, 3:50 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus TP201SA Harga 2.500.000;Rp2,500,000;Laptop : Asus TP201SA Harga 2.500.000
12/30/19, 11:10 AM;Asfan Fahmi Santoso;DIJUAL LAPTOP GAMMING MURAH;Rp123;DIJUAL.. ASUS A450C PUTIH FULLSET GAMMER - Intel Core i3-3217U @1.8Ghz - 4GB RAM DDR3L - 500GB HARDISK...
12/30/19, 1:57 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X450CC Harga 3.200.000;Rp3,200,000;Laptop : Asus X450CC Harga 3.200.000
12/30/19, 1:38 PM;JualbeliNotebook SegalaKondisi Malang;Laptop : Asus X441NA Harga 2.600.000;Rp2,600,000;Laptop : Asus X441NA Harga 2.600.000
